,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,light_illuminance,loc_latitude,loc_height,loc_velocity,labelCycling,labelWalking,labelSitting,labelRunning,labelStanding,labelWalkingStairs,labelElevator,labelJumping,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9
2018-06-19 14:00:03.750,-2.28454751604,1.0443862527,10.1282259632,-0.24497407589,-0.250334805522,1.47507469326,-8.18948551075,4.99869952708,-44.8684718848,0.635203714457,0.772375359357,-0.264554851965,19146.0,52.332950585,4.8666013325,0.011380004925,1,0,0,0,0,0,0,0,0.712242147499,0.0549090777077,0.684772835234,0.135990382729,-0.0206291460788,0.0304040323993,-0.0367135680709,0.0740904984885,0.124875094145
2018-06-19 14:00:04.000,-3.44418813226,1.13343270092,8.33996772878,-0.683550881158,-0.5484768793,-0.659913932587,-2.8893098269,-0.34405617491,-46.4362189294,0.297194785361,0.393102279929,-0.340146268045,15023.0,52.33295428,4.86661389,-0.2116577148,1,0,0,0,0,0,0,0,0.603260373746,0.0677828383244,0.60119196685,0.0597208155131,0.0161629976927,0.108594194957,0.0154467848776,-0.0922088166307,0.0570163906684
2018-06-19 14:00:04.250,-3.68492208967,0.981092253357,7.05998181071,-0.309159767277,-0.62610853103,-0.0392069443196,2.03543024471,1.92952159814,-46.5913256839,-1.59413193458,-1.27353637849,-0.156302151871,15343.5,52.33295381,4.86662765667,-0.305550130167,1,0,0,0,0,0,0,0,0.569462446214,0.052395383779,0.575295012493,-0.0999302107789,0.0581251488384,0.152163040405,-0.0475080634001,0.0190810632891,0.0540552721297
2018-06-19 14:00:04.500,-2.30135364987,-2.17143643654,9.91309111451,0.506085121454,-0.973213586371,-0.0188770675676,-4.66223985407,19.0276924956,-41.7423554373,-0.984525184084,0.271691384213,0.428372540249,10272.0,52.33295334,4.86664142333,-0.399442545533,1,0,0,0,0,0,0,0,0.571183363076,-0.174210428436,0.510834865299,0.0778577982439,-0.0276871724859,-0.0302861935888,-0.0205892106058,-0.00899764447095,0.059403007765
2018-06-19 14:00:04.750,-4.19309310925,-3.76874567415,10.9620630774,0.376959542202,-1.24831724799,0.791103166639,0.715756547815,23.6414607356,-41.9910190686,1.05630731811,1.97189842287,0.038921478642,12436.0,52.33295287,4.86665519,-0.4933349609,1,0,0,0,0,0,0,0,0.602619513218,-0.240256367772,0.49288201133,0.257524137464,-0.0028337322539,-0.0343126403485,-0.0592729022568,-0.0548282489167,0.123726929998
2018-06-19 14:00:05.000,-7.4418423921,-2.66255690289,6.62649554406,-0.392715251397,-0.802757021183,2.07349310203,24.0952723281,15.4377403175,-36.3746131527,2.07058298685,2.00115941367,0.119013054371,18590.0,52.332956844,4.866664612,-0.4989990234,1,0,0,0,0,0,0,0,0.510607762598,-0.0839997004074,0.395053413114,0.342194916807,0.106261475638,0.116776784215,-0.181201928882,-0.0631746419651,0.223949577846
2018-06-19 14:00:05.250,-8.20417225804,-1.22646491515,-0.99408351568,-0.803440615445,-0.511009168139,-0.779327659006,35.9454898912,5.20939397304,-11.2889300822,1.40030743614,2.26793505824,1.55939073175,13240.5,52.332960818,4.866674034,-0.5046630859,1,0,0,0,0,0,0,0,0.177283978426,0.0926807822646,0.107992234864,0.44868655875,0.0106581187912,0.105587523524,-0.0775083082372,-0.338588442778,0.150819185008
2018-06-19 14:00:05.500,-6.98823667609,1.36869458381,-7.21614785562,-0.189170126726,-0.816501125882,1.13661378972,30.6589049059,-12.538688378,13.0351654145,-0.16109930436,0.980317740561,1.75801665985,1054.0,52.332964792,4.866683456,-0.5103271484,1,0,0,0,0,0,0,0,-0.164813388605,0.310640631932,-0.152122779586,0.297199678824,-0.0322632125434,-0.0461330273533,-0.0989802678109,-0.094253647824,-0.101295360191
2018-06-19 14:00:05.750,-3.52230718253,3.36439017903,-7.48009400469,1.08221389093,-1.05390113638,0.64204257965,26.9187955317,-27.6892092082,21.2260412517,-0.458706800763,-0.71421736869,0.360843972346,232.0,52.332968766,4.866692878,-0.5159912109,1,0,0,0,0,0,0,0,-0.198757755757,0.511654405096,-0.0983704260929,-0.0677153562058,-0.0573071157871,-0.0546749518101,-0.106327604309,-0.0205175137474,-0.108596618749
2018-06-19 14:00:06.000,-3.08926196913,4.25790289491,-6.06984140069,0.434031228311,-0.632581733838,0.479808966301,29.8718296784,-32.4593250684,20.502263429,-0.0173632152065,-0.680952058078,-0.621462665637,310.0,52.33297274,4.8667023,-0.5216552734,1,0,0,0,0,0,0,0,-0.186057477174,0.559581909013,-0.0711036732805,-0.161149619683,-0.0224448864998,0.0108290756239,-0.118012389587,-0.0166930363578,-0.093993842788
2018-06-19 14:00:06.250,-7.09797853711,4.47039444056,-6.55535147439,-1.33173931274,0.0166981297971,-0.850934037937,33.4907870993,-31.4148004683,16.0754730056,-0.0127485764264,-0.561065724796,-0.702439472604,388.0,52.3329868167,4.86671593,0.108471679733,1,0,0,0,0,0,0,0,-0.209379543108,0.514514206048,-0.106330393271,-0.116206000234,0.00840593854769,0.170232268001,-0.0479213613145,-0.120335379189,-0.120494329036
2018-06-19 14:00:06.500,-8.59539861038,3.16810653489,-5.79504565646,-0.995450383875,0.269551343575,-0.477338145804,36.3366453796,-26.6542911193,12.0526724368,0.0705245422766,0.0629675747823,-0.0377132148821,248.0,52.3330008933,4.86672956,0.738598632867,1,0,0,0,0,0,0,0,-0.194585680273,0.424470094986,-0.127827171799,0.0334239866943,0.0533695321494,0.152553746048,-0.0701183176683,-0.141524137346,-0.11505751219
