"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
4.183300689E2,-1.925201416E1,-1.314849854E1,-3.918457031E1
4.183500273E2,-1.804351807E1,-1.186981201E1,-3.932495117E1
4.183700164E2,-1.657714844E1,-1.047363281E1,-3.791656494E1
4.183900054E2,-1.728820801E1,-1.047973633E1,-3.720245361E1
4.184103301E2,-1.659851074E1,-1.256103516E1,-3.860321045E1
4.184300139E2,-1.874694824E1,-1.048278809E1,-3.862915039E1
4.184500335E2,-1.802978516E1,-1.257019043E1,-3.788757324E1
4.184699919E2,-1.803436279E1,-1.047668457E1,-3.934478760E1
4.184899504E2,-1.873321533E1,-1.118469238E1,-3.719024658E1
4.185100310E2,-1.875915527E1,-1.117706299E1,-3.933410645E1
4.185299285E2,-1.875915527E1,-1.117706299E1,-3.933410645E1
4.185499175E2,-1.875915527E1,-1.117706299E1,-3.933410645E1
4.185702422E2,-1.802215576E1,-1.117858887E1,-3.790588379E1
4.185899565E2,-1.802215576E1,-1.117858887E1,-3.790588379E1
4.186099150E2,-1.730651855E1,-1.187133789E1,-3.789825439E1
4.186298735E2,-1.802978516E1,-1.117553711E1,-3.861999512E1
4.186498626E2,-1.818084717E1,-1.290283203E1,-3.977813721E1
4.186698516E2,-1.743927002E1,-1.220855713E1,-3.836059570E1
4.186898406E2,-1.810760498E1,-1.299743652E1,-3.816223145E1
4.187098296E2,-1.666259766E1,-1.089782715E1,-3.890686035E1
4.187302459E2,-1.739501953E1,-1.438598633E1,-3.814392090E1
4.187498992E2,-1.595916748E1,-1.507568359E1,-3.813629150E1
4.187697966E2,-1.664428711E1,-1.229858398E1,-3.674468994E1
4.187898162E2,-1.739044189E1,-1.229553223E1,-3.888702393E1
4.188097747E2,-1.736907959E1,-1.160278320E1,-3.746795654E1
4.188297942E2,-1.525573730E1,-1.367187500E1,-4.029998779E1
4.188497527E2,-1.810760498E1,-1.299743652E1,-3.816223145E1
4.188697417E2,-1.809844971E1,-1.300048828E1,-3.744812012E1
4.188900664E2,-1.667022705E1,-1.368713379E1,-3.815460205E1
4.189099334E2,-1.592864990E1,-1.159515381E1,-3.746948242E1
4.189297393E2,-1.811065674E1,-1.229858398E1,-3.888549805E1
4.189496978E2,-1.667480469E1,-1.298828125E1,-3.887786865E1
4.189696868E2,-1.817474365E1,-1.190185547E1,-3.991088867E1
4.189896758E2,-1.888732910E1,-1.190795898E1,-3.919525146E1
4.190096648E2,-1.873626709E1,-1.259613037E1,-4.102783203E1
4.190296538E2,-1.602783203E1,-1.283111572E1,-4.001617432E1
4.190500090E2,-1.748199463E1,-1.353149414E1,-4.071960449E1
4.190699065E2,-1.602783203E1,-1.283111572E1,-4.001617432E1
4.190896209E2,-1.821441650E1,-1.283416748E1,-4.215698242E1
4.191096404E2,-1.673583984E1,-1.213989258E1,-3.931121826E1
4.191295989E2,-1.674346924E1,-1.213836670E1,-4.002532959E1
4.191495879E2,-1.747283936E1,-1.213836670E1,-4.073791504E1
4.191695769E2,-1.673583984E1,-1.353607178E1,-3.857727051E1
4.191895964E2,-1.529541016E1,-1.213226318E1,-3.931274414E1
4.192095549E2,-1.748657227E1,-1.422882080E1,-4.071044922E1
4.192298796E2,-1.817169189E1,-1.284637451E1,-3.858489990E1
4.192498992E2,-1.745605469E1,-1.214447021E1,-3.930969238E1
4.192695525E2,-1.601104736E1,-1.143951416E1,-3.932037354E1
4.192895415E2,-1.768798828E1,-1.214599609E1,-3.877563477E1
4.193095000E2,-1.625213623E1,-1.283416748E1,-3.876800537E1
4.193294890E2,-1.770935059E1,-1.283721924E1,-4.019470215E1
4.193494780E2,-2.028045654E1,-1.291198730E1,-3.989715576E1
4.193694670E2,-1.884307861E1,-1.360015869E1,-3.988952637E1
4.193898528E2,-2.031097412E1,-1.360015869E1,-4.203033447E1
4.194095061E2,-1.813201904E1,-1.359405518E1,-4.060516357E1
4.194294646E2,-1.884002686E1,-1.290435791E1,-3.989868164E1
4.194494536E2,-2.098693848E1,-1.222076416E1,-3.919219971E1
4.194694426E2,-1.812286377E1,-1.359710693E1,-3.989105225E1
4.194894011E2,-1.811981201E1,-1.289978027E1,-3.990020752E1
4.195093901E2,-1.956024170E1,-1.430358887E1,-3.916473389E1
4.195294097E2,-1.953430176E1,-1.151885986E1,-3.848876953E1
4.195497039E2,-1.883544922E1,-1.360321045E1,-3.917541504E1
4.195695403E2,-2.029724121E1,-1.290588379E1,-4.132537842E1
4.195893767E2,-1.957702637E1,-1.429748535E1,-4.059448242E1
4.196093657E2,-1.608886719E1,-1.258697510E1,-4.001770020E1
4.196293547E2,-1.827087402E1,-1.328887939E1,-4.143371582E1
4.196493132E2,-1.755065918E1,-1.468048096E1,-4.070129395E1
4.196693023E2,-1.828765869E1,-1.468048096E1,-4.212951660E1
4.196892913E2,-1.819000244E1,-1.242218018E1,-3.941345215E1
4.197096160E2,-1.891784668E1,-1.102752686E1,-4.085998535E1
4.197294829E2,-1.674804688E1,-1.241455078E1,-3.941497803E1
4.197492888E2,-1.676635742E1,-1.380462646E1,-4.011077881E1
4.197692778E2,-1.817626953E1,-1.172790527E1,-3.870849609E1
4.197892363E2,-1.747283936E1,-1.171875000E1,-4.013671875E1
4.198092253E2,-1.674041748E1,-1.102142334E1,-3.943328857E1
4.198292144E2,-1.891326904E1,-1.312103271E1,-3.940277100E1
4.198492034E2,-1.746978760E1,-1.102294922E1,-4.014739990E1
4.198691924E2,-1.894378662E1,-1.241607666E1,-4.226989746E1
4.198894866E2,-1.820220947E1,-1.172027588E1,-4.085083008E1
4.199091704E2,-1.748199463E1,-1.311187744E1,-4.011840820E1
4.199300139E2,-1.956787109E1,-1.394348145E1,-3.909912109E1
4.199491484E2,-1.814575195E1,-1.393127441E1,-4.052886963E1
4.199691375E2,-2.028045654E1,-1.394958496E1,-3.838348389E1
4.199891265E2,-1.883544922E1,-1.324615479E1,-3.839416504E1
4.200091155E2,-1.812744141E1,-1.393585205E1,-3.910064697E1
4.200291045E2,-1.669769287E1,-1.266784668E1,-3.614807129E1
4.200494902E2,-1.529083252E1,-1.404571533E1,-3.827514648E1
4.200691741E2,-1.672821045E1,-1.335754395E1,-3.828277588E1
4.200890715E2,-1.814270020E1,-1.058197021E1,-3.760375977E1
4.201090911E2,-1.670989990E1,-1.336212158E1,-3.685302734E1
4.201290496E2,-1.671905518E1,-1.335906982E1,-3.756866455E1
4.201490386E2,-1.743469238E1,-1.266632080E1,-3.757629395E1
4.201690276E2,-1.743469238E1,-1.266632080E1,-3.757629395E1
4.201890166E2,-1.670684814E1,-1.266632080E1,-3.686370850E1
4.202094329E2,-1.599884033E1,-1.335601807E1,-3.756866455E1
4.202290862E2,-1.598968506E1,-1.196289062E1,-3.758697510E1
4.202489836E2,-1.638031006E1,-1.259307861E1,-4.008178711E1
4.202689727E2,-1.852416992E1,-1.121368408E1,-3.938293457E1
4.202889617E2,-1.853179932E1,-1.400146484E1,-3.863220215E1
4.203089812E2,-1.783447266E1,-1.329498291E1,-4.078521729E1
4.203289702E2,-1.927490234E1,-1.330261230E1,-4.078369141E1
4.203489287E2,-1.912841797E1,-1.227264404E1,-3.949279785E1
4.203692534E2,-1.896362305E1,-1.244354248E1,-4.062194824E1
4.203891204E2,-1.896362305E1,-1.244354248E1,-4.062194824E1
4.204089263E2,-1.824340820E1,-1.383514404E1,-3.988952637E1
4.204289153E2,-1.896057129E1,-1.314239502E1,-3.989868164E1
4.204489043E2,-1.895141602E1,-1.174926758E1,-3.991699219E1
4.204688933E2,-1.753234863E1,-1.243438721E1,-4.133911133E1
4.204888518E2,-1.751861572E1,-1.313476562E1,-3.990020752E1
4.205088408E2,-1.825256348E1,-1.243743896E1,-4.133758545E1
4.205292266E2,-1.751861572E1,-1.313476562E1,-3.990020752E1
4.205491240E2,-1.824035645E1,-1.174316406E1,-4.063262939E1
4.205688079E2,-2.079925537E1,-1.112823486E1,-3.908996582E1
4.205887969E2,-1.865081787E1,-1.320648193E1,-3.906402588E1
4.206088164E2,-1.938018799E1,-1.320800781E1,-3.977813721E1
4.206287749E2,-2.080841064E1,-1.252136230E1,-3.907165527E1
4.206487639E2,-1.867370605E1,-1.389770508E1,-4.048309326E1
4.206687529E2,-1.866912842E1,-1.320190430E1,-4.049224854E1
4.206887419E2,-1.956176758E1,-1.266784668E1,-3.971862793E1
4.207090361E2,-1.811676025E1,-1.196441650E1,-3.972930908E1
4.207287200E2,-1.886291504E1,-1.335601807E1,-4.113922119E1
4.207487395E2,-1.883239746E1,-1.127166748E1,-3.973846436E1
4.207687285E2,-1.740417480E1,-1.195831299E1,-4.044494629E1
4.207887175E2,-1.811218262E1,-1.126708984E1,-3.973846436E1
4.208086760E2,-1.884155273E1,-1.266479492E1,-3.972015381E1
4.208286650E2,-1.957397461E1,-1.196594238E1,-4.115600586E1
4.208486541E2,-1.954040527E1,-1.058044434E1,-3.903198242E1
4.208690398E2,-1.812438965E1,-1.196136475E1,-4.044342041E1
4.208887236E2,-1.679992676E1,-1.350860596E1,-3.898925781E1
4.209086821E2,-1.825408936E1,-1.281433105E1,-4.042510986E1
4.209286711E2,-1.609191895E1,-1.419830322E1,-3.969421387E1
4.209485991E2,-1.609649658E1,-1.349945068E1,-4.041748047E1
4.209685881E2,-1.679992676E1,-1.350860596E1,-3.898925781E1
4.209885772E2,-1.611480713E1,-1.349487305E1,-4.184722900E1
4.210085662E2,-1.613159180E1,-1.488494873E1,-4.254302979E1
4.210288909E2,-1.685791016E1,-1.253204346E1,-3.978118896E1
4.210487273E2,-1.758728027E1,-1.253356934E1,-4.049530029E1
4.210685332E2,-1.758728027E1,-1.253356934E1,-4.049530029E1
4.210885222E2,-1.688842773E1,-1.322174072E1,-4.191589355E1
4.211085112E2,-1.617279053E1,-1.251831055E1,-4.263916016E1
4.211285002E2,-1.688537598E1,-1.252441406E1,-4.192504883E1
4.211484893E2,-1.613464355E1,-1.043701172E1,-4.052429199E1
4.211684783E2,-1.686706543E1,-1.253051758E1,-4.049530029E1
4.211888335E2,-1.543121338E1,-1.182403564E1,-4.122161865E1
4.212086699E2,-1.652069092E1,-1.128845215E1,-4.145355225E1
4.212284453E2,-1.651611328E1,-1.338195801E1,-3.999786377E1
4.212484343E2,-1.651611328E1,-1.338195801E1,-3.999786377E1
4.212684233E2,-1.650848389E1,-1.198883057E1,-4.001617432E1
4.212884124E2,-1.724090576E1,-1.408233643E1,-3.998718262E1
4.213084014E2,-1.867370605E1,-1.269683838E1,-4.000396729E1
4.213283904E2,-1.795654297E1,-1.199493408E1,-4.072875977E1
4.213498442E2,-1.794433594E1,-1.130065918E1,-4.002380371E1
4.213686736E2,-1.791839600E1,-1.051330566E1,-3.903350830E1
4.213883879E2,-1.865234375E1,-1.121215820E1,-3.973846436E1
4.214083770E2,-1.722412109E1,-1.189880371E1,-4.044494629E1
4.214283660E2,-1.935882568E1,-1.191711426E1,-3.829956055E1
4.214483245E2,-1.938476562E1,-1.330413818E1,-3.970947266E1
4.214683440E2,-1.867828369E1,-1.259918213E1,-4.114837646E1
4.214883025E2,-1.793670654E1,-1.190490723E1,-3.972930908E1
4.215082915E2,-1.649932861E1,-1.259307861E1,-3.972167969E1
4.215286467E2,-1.693420410E1,-1.462860107E1,-4.059295654E1
4.215483611E2,-1.765441895E1,-1.463165283E1,-4.059143066E1
4.215682585E2,-1.693878174E1,-1.392974854E1,-4.131622314E1
4.215882476E2,-1.764984131E1,-1.533050537E1,-3.986816406E1
4.216082366E2,-1.618347168E1,-1.253967285E1,-3.919372559E1
4.216282256E2,-2.051391602E1,-1.395568848E1,-3.916931152E1
4.216482146E2,-1.907653809E1,-1.324920654E1,-3.989410400E1
4.216682036E2,-1.764068604E1,-1.393890381E1,-3.988647461E1
4.216885283E2,-1.721954346E1,-1.411437988E1,-3.880615234E1
4.217083342E2,-1.795654297E1,-1.271820068E1,-4.096832275E1
4.217281707E2,-1.723632812E1,-1.410980225E1,-4.023590088E1
4.217481597E2,-1.868133545E1,-1.341857910E1,-4.095764160E1
4.217682097E2,-1.722869873E1,-1.271667480E1,-4.025421143E1
4.217881377E2,-1.867218018E1,-1.481628418E1,-3.950958252E1
4.218081267E2,-1.651306152E1,-1.201477051E1,-4.097900391E1
4.218281157E2,-1.580963135E1,-1.479644775E1,-4.094238281E1
4.218484404E2,-1.888275146E1,-1.133728027E1,-3.878326416E1
4.218682769E2,-1.959838867E1,-1.343383789E1,-3.732604980E1
4.218881438E2,-1.744689941E1,-1.202545166E1,-3.877563477E1
4.219080718E2,-1.960296631E1,-1.134033203E1,-3.878173828E1
4.219280608E2,-1.888732910E1,-1.203308105E1,-3.877410889E1
4.219480498E2,-1.817626953E1,-1.202697754E1,-3.948822021E1
4.219680388E2,-1.673583984E1,-1.201934814E1,-3.949127197E1
4.219880278E2,-1.887512207E1,-1.133880615E1,-3.806915283E1
4.220084136E2,-1.887054443E1,-1.064300537E1,-3.807830811E1
4.220282805E2,-1.481933594E1,-1.294403076E1,-3.978424072E1
4.220480254E2,-1.698455811E1,-1.225738525E1,-4.050445557E1
4.220680449E2,-1.772155762E1,-1.365051270E1,-4.120025635E1
4.220879729E2,-1.771697998E1,-1.295471191E1,-4.120941162E1
4.221079619E2,-1.700134277E1,-1.364746094E1,-4.120025635E1
4.221279509E2,-1.771240234E1,-1.365356445E1,-4.048461914E1
4.221479399E2,-1.700134277E1,-1.225280762E1,-4.193420410E1
4.221679290E2,-1.752471924E1,-1.299285889E1,-4.013061523E1
4.221882842E2,-1.752014160E1,-1.229553223E1,-4.013977051E1
4.222079680E2,-1.754302979E1,-1.298675537E1,-4.156036377E1
4.222278960E2,-1.895294189E1,-1.230621338E1,-3.942413330E1
4.222478850E2,-1.825866699E1,-1.369018555E1,-4.083557129E1
4.222678740E2,-1.895751953E1,-1.160736084E1,-4.014739990E1
4.222878630E2,-1.822814941E1,-1.300048828E1,-3.870086670E1
4.223078521E2,-1.965942383E1,-1.161499023E1,-3.871917725E1
4.223278716E2,-1.749114990E1,-1.160583496E1,-3.800659180E1
4.223482573E2,-1.821441650E1,-1.230621338E1,-3.799591064E1
4.223679412E2,-2.010498047E1,-1.197662354E1,-4.044036865E1
4.223878081E2,-1.941528320E1,-1.266174316E1,-4.257507324E1
4.224078582E2,-1.940155029E1,-1.336364746E1,-4.113616943E1
4.224277861E2,-2.011718750E1,-1.127624512E1,-4.187774658E1
4.224477752E2,-2.012176514E1,-1.197204590E1,-4.186859131E1
4.224677642E2,-2.082977295E1,-1.267700195E1,-4.042968750E1
4.224877532E2,-1.743469238E1,-1.175079346E1,-3.818969727E1
4.225080779E2,-1.819915771E1,-1.313781738E1,-4.102783203E1
4.225279143E2,-1.893157959E1,-1.523132324E1,-4.099884033E1
4.225477202E2,-1.818084717E1,-1.314239502E1,-3.959960938E1
4.225677092E2,-1.672821045E1,-1.104583740E1,-3.962860107E1
4.225876982E2,-1.817626953E1,-1.384124756E1,-3.887481689E1
4.226076873E2,-1.818084717E1,-1.314239502E1,-3.959960938E1
4.226277068E2,-1.674957275E1,-1.313323975E1,-4.031524658E1
4.226476653E2,-1.818084717E1,-1.314239502E1,-3.959960938E1
4.226680205E2,-1.747894287E1,-1.313323975E1,-4.102935791E1
4.226879180E2,-1.890106201E1,-1.314544678E1,-3.959808350E1
4.227076323E2,-1.688537598E1,-1.362152100E1,-4.023132324E1
4.227276213E2,-1.758728027E1,-1.363067627E1,-3.880157471E1
4.227476409E2,-1.902465820E1,-1.294097900E1,-3.880920410E1
4.227676299E2,-1.831665039E1,-1.363067627E1,-3.951568604E1
4.227875884E2,-1.614379883E1,-1.153106689E1,-3.954620361E1
4.228075774E2,-1.912231445E1,-1.303253174E1,-3.876800537E1
4.228275664E2,-1.695709229E1,-1.232604980E1,-3.878021240E1
4.228478606E2,-1.912689209E1,-1.233367920E1,-3.949127197E1
4.228675444E2,-1.622009277E1,-1.232604980E1,-3.735198975E1
4.228875335E2,-1.911010742E1,-1.373443604E1,-3.733062744E1
4.229075530E2,-1.766052246E1,-1.233367920E1,-3.735046387E1
4.229275115E2,-1.769561768E1,-1.371917725E1,-3.947448730E1
4.229475005E2,-1.840667725E1,-1.372528076E1,-3.876037598E1
4.229674895E2,-1.982574463E1,-1.025085449E1,-3.880462646E1
4.229874785E2,-1.840667725E1,-1.372528076E1,-3.876037598E1
4.230078643E2,-1.768188477E1,-1.302642822E1,-3.876953125E1
4.230275481E2,-1.482391357E1,-1.212768555E1,-4.080810547E1
4.230474761E2,-1.628112793E1,-1.352539062E1,-4.150238037E1
4.230674346E2,-1.768798828E1,-1.214752197E1,-3.937530518E1
4.230874236E2,-1.696319580E1,-1.144714355E1,-3.938598633E1
4.231074126E2,-1.770477295E1,-1.353759766E1,-4.007110596E1
4.231274016E2,-1.721496582E1,-1.202087402E1,-3.942871094E1
4.231473906E2,-1.719818115E1,-1.342010498E1,-3.726806641E1
4.231677153E2,-1.720275879E1,-1.132659912E1,-3.872375488E1
4.231875518E2,-1.865539551E1,-1.063232422E1,-4.016113281E1
4.232073882E2,-1.721496582E1,-1.062469482E1,-4.016265869E1
4.232273467E2,-1.579589844E1,-1.270446777E1,-4.085083008E1
4.232473357E2,-1.718902588E1,-1.063232422E1,-3.801879883E1
4.232673247E2,-1.795654297E1,-1.271514893E1,-4.084777832E1
4.232873137E2,-1.794891357E1,-1.271820068E1,-4.013366699E1
4.233073027E2,-1.720581055E1,-1.202239990E1,-3.871459961E1
4.233276274E2,-1.648559570E1,-1.201934814E1,-3.871612549E1
4.233474944E2,-1.577453613E1,-1.201324463E1,-3.943176270E1
4.233672698E2,-1.775512695E1,-1.353912354E1,-3.887634277E1
4.233873503E2,-1.775512695E1,-1.353912354E1,-3.887634277E1
4.234072478E2,-1.920471191E1,-1.354370117E1,-3.958740234E1
4.234272368E2,-1.991119385E1,-1.285400391E1,-3.888244629E1
4.234472258E2,-1.824493408E1,-1.184539795E1,-4.080352783E1
4.234672148E2,-1.681365967E1,-1.323089600E1,-4.078674316E1
4.234876311E2,-1.968536377E1,-1.464233398E1,-3.933563232E1
4.235074981E2,-1.823730469E1,-1.184692383E1,-4.008941650E1
4.235272124E2,-1.896209717E1,-1.254730225E1,-4.007873535E1
4.235471709E2,-1.896514893E1,-1.463928223E1,-3.933563232E1
4.235671599E2,-1.894836426E1,-1.185302734E1,-3.937377930E1
4.235871794E2,-1.895751953E1,-1.185150146E1,-4.008789062E1
4.236071379E2,-1.823272705E1,-1.254577637E1,-3.936462402E1
4.236271575E2,-1.896209717E1,-1.254730225E1,-4.007873535E1
4.236471160E2,-2.041015625E1,-1.255187988E1,-4.079132080E1
4.236674712E2,-1.898345947E1,-1.184387207E1,-4.223175049E1
4.236870940E2,-1.754760742E1,-1.253204346E1,-4.222412109E1
4.237070830E2,-1.824951172E1,-1.302490234E1,-4.061126709E1
4.237270720E2,-1.895599365E1,-1.372985840E1,-3.917236328E1
4.237470610E2,-1.823577881E1,-1.233062744E1,-3.990631104E1
4.237671111E2,-1.653289795E1,-1.162109375E1,-3.753356934E1
4.237870391E2,-1.727447510E1,-1.231689453E1,-3.895111084E1
4.238070281E2,-1.582946777E1,-1.300811768E1,-3.822937012E1
4.238274443E2,-1.798248291E1,-1.302185059E1,-3.751220703E1
4.238471282E2,-1.584320068E1,-1.370239258E1,-3.893432617E1
4.238669951E2,-1.584777832E1,-1.300354004E1,-3.965759277E1
4.238869841E2,-1.655120850E1,-1.161651611E1,-3.896179199E1
4.239069731E2,-1.799926758E1,-1.301727295E1,-3.894195557E1
4.239269622E2,-1.584777832E1,-1.300354004E1,-3.965759277E1
4.239469512E2,-1.798248291E1,-1.302185059E1,-3.751220703E1
4.239669402E2,-1.728363037E1,-1.510467529E1,-3.820037842E1
4.239872649E2,-1.655120850E1,-1.301269531E1,-3.822937012E1
4.240071013E2,-1.584777832E1,-1.300354004E1,-3.965759277E1
4.240269377E2,-1.512298584E1,-1.369934082E1,-3.893585205E1
4.240469573E2,-1.854400635E1,-1.353607178E1,-3.971099854E1
4.240669158E2,-1.998443604E1,-1.354370117E1,-3.970947266E1
4.240868743E2,-1.688537598E1,-1.428070068E1,-4.095153809E1
4.241068633E2,-1.688537598E1,-1.428070068E1,-4.095153809E1
4.241268523E2,-1.689453125E1,-1.288299561E1,-4.239959717E1
4.241472075E2,-1.830902100E1,-1.289672852E1,-4.025421143E1
4.241671050E2,-1.544494629E1,-1.427307129E1,-4.095458984E1
4.241868193E2,-1.544494629E1,-1.287841797E1,-4.168701172E1
4.242068084E2,-1.615142822E1,-1.218719482E1,-4.098052979E1
4.242267974E2,-1.686859131E1,-1.289062500E1,-4.025726318E1
4.242467864E2,-1.545410156E1,-1.287536621E1,-4.240112305E1
4.242667754E2,-1.615142822E1,-1.358337402E1,-4.024810791E1
4.242867644E2,-1.833038330E1,-1.358947754E1,-4.167480469E1
4.243067534E2,-1.685943604E1,-1.289215088E1,-3.954162598E1
4.243270171E2,-1.687622070E1,-1.288757324E1,-4.097137451E1
4.243467925E2,-1.470336914E1,-1.357727051E1,-3.953552246E1
4.243667205E2,-1.884002686E1,-1.174774170E1,-4.045257568E1
4.243867095E2,-1.882324219E1,-1.314697266E1,-3.829040527E1
4.244066985E2,-1.819458008E1,-1.250152588E1,-4.151763916E1
4.244266875E2,-1.747436523E1,-1.249847412E1,-4.151763916E1
4.244466765E2,-1.674499512E1,-1.249694824E1,-4.080505371E1
4.244666655E2,-1.746978760E1,-1.180267334E1,-4.152832031E1
4.244870208E2,-1.817321777E1,-1.181030273E1,-4.009857178E1
4.245067351E2,-1.816864014E1,-1.250915527E1,-3.937377930E1
4.245266326E2,-1.819458008E1,-1.250152588E1,-4.151763916E1
4.245466216E2,-1.672363281E1,-1.180572510E1,-3.938598633E1
4.245666106E2,-1.819915771E1,-1.319885254E1,-4.150848389E1
4.245865996E2,-1.887664795E1,-1.042327881E1,-3.940124512E1
4.246066191E2,-2.034301758E1,-1.181945801E1,-4.080963135E1
4.246266082E2,-1.892395020E1,-1.250305176E1,-4.223022461E1
4.246469023E2,-1.891479492E1,-1.110992432E1,-4.225006104E1
4.246667388E2,-1.746520996E1,-1.250152588E1,-4.080352783E1
4.246865447E2,-1.745605469E1,-1.250305176E1,-4.008941650E1
4.247065642E2,-1.834869385E1,-1.250915527E1,-3.889312744E1
4.247265532E2,-1.452178955E1,-1.321716309E1,-3.941497803E1
4.247465117E2,-1.667480469E1,-1.183624268E1,-3.943023682E1
4.247665007E2,-1.667785645E1,-1.392669678E1,-3.868865967E1
4.247864898E2,-1.669158936E1,-1.462097168E1,-3.939361572E1
4.248068450E2,-1.526031494E1,-1.321563721E1,-4.084320068E1
4.248267119E2,-1.451263428E1,-1.322021484E1,-3.870086670E1
4.248464568E2,-1.668243408E1,-1.322784424E1,-3.941192627E1
4.248664763E2,-1.595001221E1,-1.253051758E1,-3.870849609E1
4.248864348E2,-1.668701172E1,-1.252899170E1,-4.013519287E1
4.249064544E2,-1.598358154E1,-1.391601562E1,-4.083251953E1
4.249264128E2,-1.521606445E1,-1.322784424E1,-3.727111816E1
4.249464019E2,-1.594085693E1,-1.253356934E1,-3.799438477E1
4.249663909E2,-1.668701172E1,-1.252899170E1,-4.013519287E1
4.249867156E2,-1.594543457E1,-1.183471680E1,-3.871765137E1
4.250063689E2,-1.452178955E1,-1.321716309E1,-3.941497803E1
4.250264495E2,-1.669616699E1,-1.252746582E1,-4.085083008E1
4.250463469E2,-1.809082031E1,-1.251220703E1,-3.794708252E1
4.250663359E2,-1.667175293E1,-1.180114746E1,-4.010009766E1
4.250863250E2,-1.736145020E1,-1.111450195E1,-3.796539307E1
4.251063140E2,-1.883239746E1,-1.320648193E1,-3.936462402E1
4.251263030E2,-1.884002686E1,-1.459960938E1,-3.934631348E1
4.251466277E2,-1.811981201E1,-1.320037842E1,-4.008026123E1
4.251663115E2,-1.812133789E1,-1.180572510E1,-4.081268311E1
4.251862700E2,-1.663208008E1,-1.111297607E1,-3.725280762E1
4.252062896E2,-1.737365723E1,-1.180877686E1,-3.867034912E1
4.252262481E2,-1.593780518E1,-1.249847412E1,-3.866424561E1
4.252462371E2,-1.665344238E1,-1.180572510E1,-3.867187500E1
4.252662261E2,-1.808166504E1,-1.251373291E1,-3.723144531E1
4.252862151E2,-1.737823486E1,-1.390075684E1,-3.792877197E1
4.253065398E2,-1.664886475E1,-1.250457764E1,-3.794860840E1
4.253263457E2,-1.595458984E1,-1.388854980E1,-3.935852051E1
4.253462432E2,-1.737823486E1,-1.250610352E1,-3.866119385E1
4.253662627E2,-1.738281250E1,-1.320190430E1,-3.865203857E1
4.253861602E2,-1.770019531E1,-1.271972656E1,-4.031982422E1
4.254062102E2,-1.701507568E1,-1.410217285E1,-4.244537354E1
4.254261382E2,-1.771850586E1,-1.410980225E1,-4.101562500E1
4.254461272E2,-1.914062500E1,-1.272735596E1,-4.031829834E1
4.254664519E2,-1.986541748E1,-1.342773438E1,-4.030914307E1
4.254863189E2,-1.769256592E1,-1.272277832E1,-3.960571289E1
4.255061553E2,-1.844635010E1,-1.411132812E1,-4.172973633E1
4.255261138E2,-1.698913574E1,-1.410980225E1,-4.030303955E1
4.255460723E2,-1.844329834E1,-1.341552734E1,-4.173889160E1
4.255660613E2,-1.839141846E1,-1.063842773E1,-3.891906738E1
4.255860503E2,-1.697998047E1,-1.271667480E1,-4.032135010E1
4.256060393E2,-1.840362549E1,-1.133270264E1,-3.962402344E1
4.256264251E2,-1.770935059E1,-1.271820068E1,-4.103546143E1
4.256462920E2,-1.771850586E1,-1.410980225E1,-4.101562500E1
4.256660064E2,-1.841278076E1,-1.272583008E1,-3.960571289E1
4.256859954E2,-1.914520264E1,-1.342315674E1,-4.030914307E1
4.257059844E2,-1.759796143E1,-1.192321777E1,-4.176025391E1
4.257259734E2,-1.847076416E1,-1.460113525E1,-3.899230957E1
4.257459624E2,-1.701202393E1,-1.320343018E1,-3.829803467E1
4.257659819E2,-1.701354980E1,-1.180877686E1,-3.903198242E1
4.257859404E2,-1.774597168E1,-1.390075684E1,-3.900299072E1
4.258062957E2,-1.773681641E1,-1.390380859E1,-3.828735352E1
4.258259185E2,-1.701660156E1,-1.250457764E1,-3.902130127E1
4.258459075E2,-1.772003174E1,-1.251373291E1,-3.759307861E1
4.258658965E2,-1.773681641E1,-1.390380859E1,-3.828735352E1
4.258858855E2,-1.847076416E1,-1.460113525E1,-3.899230957E1
4.259058745E2,-1.630096436E1,-1.319732666E1,-3.901367188E1
4.259258635E2,-1.703491211E1,-1.389465332E1,-3.971710205E1
4.259458525E2,-1.631011963E1,-1.319580078E1,-3.972778320E1
4.259662383E2,-1.773376465E1,-1.320800781E1,-3.829803467E1
4.259859221E2,-1.918640137E1,-1.251373291E1,-3.973388672E1
4.260058501E2,-1.709289551E1,-1.224060059E1,-3.912811279E1
4.260258391E2,-1.637573242E1,-1.153717041E1,-3.985137939E1
4.260458586E2,-1.727447510E1,-1.092529297E1,-4.022369385E1
4.260657866E2,-1.654510498E1,-1.092376709E1,-3.950958252E1
4.260857756E2,-1.655883789E1,-1.161804199E1,-4.021453857E1
4.261057647E2,-1.654052734E1,-1.162261963E1,-3.878631592E1
4.261260894E2,-1.797790527E1,-1.093444824E1,-3.879394531E1
4.261459258E2,-1.795654297E1,-1.024169922E1,-3.737487793E1
4.261657927E2,-1.727905273E1,-1.162109375E1,-4.021453857E1
4.261857207E2,-1.870574951E1,-1.233062744E1,-3.877410889E1
4.262057097E2,-1.583862305E1,-1.021881104E1,-4.095001221E1
4.262256987E2,-1.728668213E1,-1.301422119E1,-4.019622803E1
4.262456877E2,-1.724853516E1,-1.093292236E1,-3.808135986E1
4.262656768E2,-1.584320068E1,-1.231079102E1,-4.020690918E1
