"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
6.439997867E2,5.233397746E1,4.865450690E0,-2.170898438E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.450045298E2,5.233397750E1,4.865450700E0,-2.171508789E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.460040884E2,5.233397753E1,4.865450710E0,-2.140991211E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.469976132E2,5.233397757E1,4.865450730E0,-2.169677734E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.479957305E2,5.233397760E1,4.865450750E0,-2.108032227E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.489957925E2,5.233397763E1,4.865450760E0,-2.086059570E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.499964267E2,5.233397764E1,4.865450760E0,-2.052490234E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.510035416E2,5.233397765E1,4.865450770E0,-2.064697266E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.520019464E2,5.233397765E1,4.865450770E0,-2.065307617E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.529958978E2,5.233397766E1,4.865450750E0,-2.022583008E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.539983576E2,5.233397766E1,4.865450740E0,-2.025024414E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.549956984E2,5.233397766E1,4.865450750E0,-1.988403320E-1,0.000000000E0,0.000000000E0,3.216000080E0,0.000000000E0
6.559998642E2,5.233397763E1,4.865450760E0,-1.915161133E-1,0.000000000E0,0.000000000E0,9.648000717E0,0.000000000E0
6.570035452E2,5.233397758E1,4.865450740E0,-1.799804688E-1,0.000000000E0,0.000000000E0,9.648000717E0,0.000000000E0
6.579990677E2,5.233397753E1,4.865450720E0,-1.647827148E-1,0.000000000E0,0.000000000E0,9.648000717E0,0.000000000E0
6.590028468E2,5.233397750E1,4.865450690E0,-1.587402344E-1,0.000000000E0,0.000000000E0,9.648000717E0,0.000000000E0
6.600031150E2,5.233397709E1,4.865451740E0,1.349609375E-1,2.099999934E-1,1.483000031E2,3.216000080E0,0.000000000E0
6.610020252E2,5.233397516E1,4.865461450E0,1.424682617E-1,8.299999833E-1,1.020000000E2,3.216000080E0,0.000000000E0
6.620002024E2,5.233397919E1,4.865467320E0,-9.847290039E-1,6.000000238E-1,5.500000000E1,3.216000080E0,0.000000000E0
6.629972306E2,5.233398436E1,4.865470360E0,-7.761718750E-1,6.499999762E-1,5.990000153E1,3.216000080E0,0.000000000E0
6.640014775E2,5.233398627E1,4.865473820E0,-5.901367188E-1,4.799999893E-1,7.950000000E1,3.216000080E0,0.000000000E0
6.650050687E2,5.233398848E1,4.865479930E0,4.326293945E-1,6.499999762E-1,5.059999847E1,3.216000080E0,0.000000000E0
6.660075567E2,5.233398980E1,4.865487810E0,5.590332031E-1,6.499999762E-1,1.144000015E2,3.216000080E0,0.000000000E0
6.670207933E2,5.233398818E1,4.865493970E0,8.986328125E-1,5.099999905E-1,1.288999939E2,3.216000080E0,0.000000000E0
6.680145580E2,5.233398029E1,4.865505950E0,1.466198730E0,1.580000043E0,1.391999969E2,3.216000080E0,0.000000000E0
6.690147667E2,5.233396616E1,4.865523150E0,4.062939453E0,1.889999986E0,1.430000000E2,3.216000080E0,0.000000000E0
6.700154739E2,5.233395426E1,4.865529910E0,4.211193848E0,1.029999971E0,2.503000031E2,3.216000080E0,0.000000000E0
6.710181057E2,5.233394960E1,4.865529010E0,5.262768555E0,2.599999905E-1,8.290000153E1,4.288000107E0,0.000000000E0
6.720122858E2,5.233394868E1,4.865537800E0,4.671154785E0,1.470000029E0,8.890000153E1,4.288000107E0,0.000000000E0
6.730219921E2,5.233394855E1,4.865556640E0,5.098583984E0,1.460000038E0,1.015000000E2,4.288000107E0,0.000000000E0
6.740250477E2,5.233395098E1,4.865572570E0,3.590771484E0,1.169999957E0,1.130999985E2,4.288000107E0,0.000000000E0
6.750197984E2,5.233395243E1,4.865586570E0,3.341870117E0,1.129999995E0,1.033000031E2,4.288000107E0,0.000000000E0
6.760089480E2,5.233395193E1,4.865607690E0,3.273022461E0,1.990000010E0,1.100000000E2,4.288000107E0,0.000000000E0
6.770084173E2,5.233394924E1,4.865630950E0,2.681958008E0,1.899999976E0,1.108000031E2,4.288000107E0,0.000000000E0
6.780161248E2,5.233394701E1,4.865651240E0,2.831127930E0,1.820000052E0,1.070000000E2,4.288000107E0,0.000000000E0
6.790128906E2,5.233394484E1,4.865668760E0,2.597241211E0,1.740000010E0,1.111999969E2,4.288000107E0,0.000000000E0
6.800086425E2,5.233394144E1,4.865687340E0,2.659619141E0,1.720000029E0,1.158000031E2,5.360000134E0,0.000000000E0
6.810237658E2,5.233393751E1,4.865704660E0,2.850781250E0,1.659999967E0,1.099000015E2,5.360000134E0,0.000000000E0
6.820256666E2,5.233393407E1,4.865719990E0,3.861218262E0,1.600000024E0,1.143000031E2,4.288000107E0,0.000000000E0
6.830238245E2,5.233393172E1,4.865735920E0,4.588024902E0,1.580000043E0,1.013000031E2,4.288000107E0,0.000000000E0
6.840235795E2,5.233393274E1,4.865756290E0,4.248852539E0,1.570000052E0,7.140000153E1,5.360000134E0,0.000000000E0
6.850255191E2,5.233393721E1,4.865774980E0,4.780957031E0,1.549999952E0,7.930000305E1,5.360000134E0,0.000000000E0
6.860239954E2,5.233394628E1,4.865790120E0,4.882031250E0,1.549999952E0,5.540000153E1,5.360000134E0,0.000000000E0
6.870313406E2,5.233395914E1,4.865799280E0,5.163098145E0,1.519999981E0,4.090000153E1,5.360000134E0,0.000000000E0
6.880252528E2,5.233397241E1,4.865804980E0,5.000439453E0,1.500000000E0,3.209999847E1,5.360000134E0,0.000000000E0
6.890277545E2,5.233398740E1,4.865807830E0,4.193310547E0,1.490000010E0,2.600000000E1,5.360000134E0,0.000000000E0
6.900331890E2,5.233400132E1,4.865809680E0,4.704113770E0,1.460000038E0,2.379999924E1,5.360000134E0,0.000000000E0
6.910282407E2,5.233401624E1,4.865808740E0,4.538403320E0,1.460000038E0,9.100000381E0,4.288000107E0,0.000000000E0
6.920178274E2,5.233403088E1,4.865806180E0,4.558666992E0,1.460000038E0,1.169999981E1,4.288000107E0,0.000000000E0
6.930216056E2,5.233404489E1,4.865806150E0,4.288647461E0,1.460000038E0,1.180000019E1,4.288000107E0,0.000000000E0
6.940296454E2,5.233405900E1,4.865807680E0,4.245007324E0,1.450000048E0,1.400000000E1,4.288000107E0,0.000000000E0
6.950254038E2,5.233407246E1,4.865807700E0,4.059277344E0,1.450000048E0,1.230000019E1,4.288000107E0,0.000000000E0
6.960198524E2,5.233408547E1,4.865807170E0,4.621350098E0,1.429999948E0,1.150000000E1,4.288000107E0,0.000000000E0
6.970250140E2,5.233409612E1,4.865806930E0,3.658276367E0,1.409999967E0,1.330000019E1,4.288000107E0,0.000000000E0
6.980166913E2,5.233410546E1,4.865807960E0,3.297375488E0,1.399999976E0,1.230000019E1,3.216000080E0,0.000000000E0
6.990163500E2,5.233411620E1,4.865811880E0,3.438122559E0,1.409999967E0,1.489999962E1,3.216000080E0,0.000000000E0
7.000287882E2,5.233412800E1,4.865816980E0,3.179333496E0,1.409999967E0,1.439999962E1,3.216000080E0,0.000000000E0
7.010220468E2,5.233414015E1,4.865821000E0,3.315991211E0,1.399999976E0,1.439999962E1,3.216000080E0,0.000000000E0
7.020167454E2,5.233415210E1,4.865825620E0,3.478161621E0,1.399999976E0,1.339999962E1,3.216000080E0,0.000000000E0
7.030222562E2,5.233416338E1,4.865830510E0,3.287548828E0,1.389999986E0,1.489999962E1,3.216000080E0,0.000000000E0
7.040241807E2,5.233417579E1,4.865835770E0,4.166455078E0,1.399999976E0,1.419999981E1,3.216000080E0,0.000000000E0
7.050133025E2,5.233418906E1,4.865840240E0,4.311352539E0,1.399999976E0,7.400000095E0,3.216000080E0,0.000000000E0
7.060235081E2,5.233420178E1,4.865843110E0,4.265515137E0,1.389999986E0,3.500000000E0,3.216000080E0,0.000000000E0
7.070255887E2,5.233421454E1,4.865844880E0,4.835644531E0,1.389999986E0,5.699999809E0,3.216000080E0,0.000000000E0
7.080187784E2,5.233422695E1,4.865851170E0,4.883435059E0,1.389999986E0,1.580000019E1,3.216000080E0,0.000000000E0
7.090251327E2,5.233423890E1,4.865860030E0,5.282238770E0,1.399999976E0,2.529999924E1,3.216000080E0,0.000000000E0
7.100199385E2,5.233425076E1,4.865869880E0,5.138806152E0,1.399999976E0,3.060000038E1,4.288000107E0,0.000000000E0
7.110191052E2,5.233426136E1,4.865882450E0,5.049511719E0,1.429999948E0,3.290000153E1,5.360000134E0,0.000000000E0
7.120234280E2,5.233427429E1,4.865891760E0,6.108349609E0,1.500000000E0,2.560000038E1,5.360000134E0,0.000000000E0
7.130210391E2,5.233428426E1,4.865895670E0,5.723889160E0,5.400000215E-1,2.370000076E1,6.432000160E0,0.000000000E0
7.140170210E2,5.233429181E1,4.865895350E0,6.193371582E0,6.899999976E-1,6.699999809E0,6.432000160E0,0.000000000E0
7.150209087E2,5.233429840E1,4.865893220E0,6.029370117E0,5.000000000E-1,3.299999952E0,8.576000214E0,0.000000000E0
7.160137200E2,5.233430336E1,4.865892000E0,6.055371094E0,4.600000083E-1,4.599999905E0,1.072000027E1,0.000000000E0
7.170198648E2,5.233430851E1,4.865891860E0,6.106640625E0,5.400000215E-1,9.899999619E0,1.500800037E1,0.000000000E0
7.180175015E2,5.233431196E1,4.865892140E0,5.925305176E0,4.199999869E-1,1.260000038E1,1.929600143E1,0.000000000E0
7.190231618E2,5.233431339E1,4.865891500E0,6.051831055E0,2.800000012E-1,8.100000381E0,2.358399963E1,0.000000000E0
7.200125939E2,5.233431219E1,4.865893440E0,5.955090332E0,4.000000060E-1,3.250000000E1,2.572800064E1,0.000000000E0
7.210096650E2,5.233431049E1,4.865900720E0,6.156628418E0,4.600000083E-1,7.000000000E1,3.108800125E1,0.000000000E0
7.220227443E2,5.233430517E1,4.865913350E0,6.370190430E0,6.200000048E-1,9.990000153E1,3.644800186E1,0.000000000E0
7.230220597E2,5.233430116E1,4.865918400E0,6.275341797E0,0.000000000E0,0.000000000E0,4.180800247E1,0.000000000E0
7.240145555E2,5.233429770E1,4.865919680E0,6.214306641E0,1.700000018E-1,1.240000000E2,4.716799927E1,0.000000000E0
7.250174077E2,5.233429813E1,4.865918970E0,6.136730957E0,0.000000000E0,0.000000000E0,4.395199966E1,0.000000000E0
7.260211300E2,5.233429954E1,4.865931340E0,6.104687500E0,1.500000000E0,8.569999695E1,4.502400208E1,0.000000000E0
7.270168102E2,5.233430221E1,4.865952640E0,6.038525391E0,1.440000057E0,7.890000153E1,4.931200027E1,0.000000000E0
7.280246110E2,5.233430446E1,4.865963120E0,6.028454590E0,0.000000000E0,0.000000000E0,5.145600128E1,0.000000000E0
7.290145095E2,5.233430538E1,4.865962690E0,6.040783691E0,0.000000000E0,0.000000000E0,5.360000229E1,0.000000000E0
7.300128458E2,5.233430742E1,4.865973910E0,6.151745605E0,1.279999971E0,6.340000153E1,5.360000229E1,0.000000000E0
7.310131691E2,5.233431241E1,4.865994350E0,6.140332031E0,1.299999952E0,6.159999847E1,5.360000229E1,0.000000000E0
7.320142076E2,5.233431599E1,4.866013350E0,5.915905762E0,1.299999952E0,6.300000000E1,5.467200089E1,0.000000000E0
7.330069138E2,5.233432158E1,4.866030530E0,5.841870117E0,1.320000052E0,5.429999924E1,5.467200089E1,0.000000000E0
7.340177600E2,5.233432517E1,4.866045780E0,5.830334473E0,1.360000014E0,4.109999847E1,5.467200089E1,0.000000000E0
7.350066616E2,5.233433380E1,4.866057910E0,6.538281250E0,1.370000005E0,2.870000076E1,5.467200089E1,0.000000000E0
7.360110867E2,5.233434403E1,4.866067480E0,6.623303223E0,1.389999986E0,2.520000076E1,5.467200089E1,0.000000000E0
7.370088968E2,5.233434979E1,4.866075000E0,5.342297363E0,1.409999967E0,2.370000076E1,5.467200089E1,0.000000000E0
7.380153788E2,5.233435742E1,4.866083800E0,6.172253418E0,1.409999967E0,1.850000000E1,5.574400330E1,0.000000000E0
7.390176094E2,5.233436673E1,4.866090860E0,6.196179199E0,1.409999967E0,1.600000000E1,5.574400330E1,0.000000000E0
7.400075258E2,5.233437730E1,4.866096120E0,6.220654297E0,1.409999967E0,1.219999981E1,5.574400330E1,0.000000000E0
7.410058660E2,5.233438865E1,4.866099940E0,6.244824219E0,1.419999957E0,9.300000191E0,5.681600189E1,0.000000000E0
7.420045136E2,5.233440049E1,4.866102740E0,6.268933105E0,1.409999967E0,7.400000095E0,5.681600189E1,0.000000000E0
7.430062453E2,5.233441276E1,4.866104080E0,6.293103027E0,1.419999957E0,2.900000095E0,5.788800049E1,0.000000000E0
7.440061126E2,5.233442533E1,4.866104050E0,6.317272949E0,1.429999948E0,3.598999939E2,5.788800049E1,0.000000000E0
7.450069742E2,5.233443784E1,4.866102920E0,6.340771484E0,1.429999948E0,3.540000000E2,5.896000290E1,0.000000000E0
7.460056653E2,5.233445237E1,4.866102170E0,6.005566406E0,1.440000057E0,3.567999878E2,5.788800049E1,0.000000000E0
7.470076569E2,5.233446647E1,4.866101420E0,6.015515137E0,1.419999957E0,3.587000122E2,5.788800049E1,0.000000000E0
7.480072782E2,5.233448035E1,4.866099760E0,6.025952148E0,1.440000057E0,3.585000000E2,5.896000290E1,0.000000000E0
7.490078209E2,5.233449414E1,4.866099720E0,6.038464355E0,1.450000048E0,1.260000038E1,5.896000290E1,0.000000000E0
7.500062430E2,5.233450619E1,4.866106130E0,6.052441406E0,1.450000048E0,3.929999924E1,6.003200150E1,0.000000000E0
7.510055587E2,5.233451522E1,4.866120110E0,6.061047363E0,1.440000057E0,5.279999924E1,6.003200150E1,0.000000000E0
7.520075403E2,5.233452153E1,4.866137640E0,8.070690918E0,1.440000057E0,6.229999924E1,6.003200150E1,0.000000000E0
7.530159259E2,5.233452640E1,4.866156770E0,6.581494141E0,1.440000057E0,6.850000000E1,6.110400009E1,0.000000000E0
7.540087259E2,5.233453064E1,4.866176510E0,6.590527344E0,1.440000057E0,6.959999847E1,6.110400009E1,0.000000000E0
7.550113674E2,5.233453431E1,4.866196450E0,6.767590332E0,1.450000048E0,7.109999847E1,6.217600250E1,0.000000000E0
7.560157889E2,5.233453840E1,4.866216410E0,6.769360352E0,1.450000048E0,6.880000305E1,6.217600250E1,0.000000000E0
7.570076872E2,5.233454301E1,4.866236100E0,6.771435547E0,1.450000048E0,6.769999695E1,6.324800110E1,0.000000000E0
7.580101647E2,5.233454717E1,4.866257010E0,6.769970703E0,1.450000048E0,6.840000153E1,6.324800110E1,0.000000000E0
7.590059765E2,5.233455039E1,4.866279530E0,6.766735840E0,1.460000038E0,7.000000000E1,6.324800110E1,0.000000000E0
7.600160927E2,5.233455313E1,4.866302330E0,6.765942383E0,1.450000048E0,7.159999847E1,6.324800110E1,0.000000000E0
7.610094309E2,5.233455595E1,4.866325030E0,6.764599609E0,1.450000048E0,6.869999695E1,6.431999969E1,0.000000000E0
7.620182496E2,5.233455891E1,4.866347410E0,6.764172363E0,1.450000048E0,7.030000305E1,6.431999969E1,0.000000000E0
7.630139716E2,5.233456107E1,4.866369740E0,6.765148926E0,1.450000048E0,7.550000000E1,6.431999969E1,0.000000000E0
7.640086803E2,5.233456335E1,4.866391480E0,6.767712402E0,1.450000048E0,7.590000153E1,6.539199829E1,0.000000000E0
7.650136523E2,5.233456603E1,4.866412500E0,6.767468262E0,1.450000048E0,7.709999847E1,6.539199829E1,0.000000000E0
7.660113171E2,5.233456857E1,4.866433070E0,6.768811035E0,1.450000048E0,8.169999695E1,6.539199829E1,0.000000000E0
7.670118138E2,5.233457150E1,4.866453590E0,6.770092773E0,1.450000048E0,7.519999695E1,6.539199829E1,0.000000000E0
7.680078211E2,5.233457462E1,4.866473950E0,6.771130371E0,1.429999948E0,7.769999695E1,6.646400452E1,0.000000000E0
7.690109520E2,5.233457717E1,4.866494440E0,6.772656250E0,1.440000057E0,8.019999695E1,6.646400452E1,0.000000000E0
7.700051579E2,5.233457961E1,4.866514970E0,6.774426270E0,1.440000057E0,8.080000305E1,6.646400452E1,0.000000000E0
7.710062901E2,5.233458227E1,4.866535520E0,6.775585937E0,1.440000057E0,7.880000305E1,6.753600311E1,0.000000000E0
7.720069804E2,5.233458453E1,4.866556330E0,6.776684570E0,1.450000048E0,8.219999695E1,6.753600311E1,0.000000000E0
7.730184770E2,5.233458601E1,4.866577360E0,6.777905273E0,1.450000048E0,8.490000153E1,6.753600311E1,0.000000000E0
7.740036100E2,5.233458654E1,4.866598440E0,6.779431152E0,1.450000048E0,8.909999847E1,6.860800171E1,0.000000000E0
7.750064016E2,5.233458612E1,4.866619690E0,6.780529785E0,1.450000048E0,9.200000000E1,6.860800171E1,0.000000000E0
7.760047801E2,5.233458510E1,4.866641130E0,6.781323242E0,1.460000038E0,9.240000153E1,6.968000031E1,0.000000000E0
7.770041937E2,5.233458346E1,4.866662950E0,6.780895996E0,1.450000048E0,9.009999847E1,6.968000031E1,0.000000000E0
7.780145597E2,5.233458125E1,4.866684930E0,6.780346680E0,1.450000048E0,9.100000000E1,6.968000031E1,0.000000000E0
7.790119693E2,5.233457999E1,4.866706780E0,6.782116699E0,1.470000029E0,9.209999847E1,7.075199890E1,0.000000000E0
7.800151061E2,5.233457865E1,4.866728620E0,6.783093262E0,1.470000029E0,9.359999847E1,7.075199890E1,0.000000000E0
7.810108444E2,5.233457742E1,4.866750430E0,6.784130859E0,1.470000029E0,9.319999695E1,7.182400513E1,0.000000000E0
7.820036592E2,5.233457666E1,4.866772350E0,6.784436035E0,1.480000019E0,8.809999847E1,7.182400513E1,0.000000000E0
7.830160026E2,5.233457644E1,4.866794220E0,6.784924316E0,1.470000029E0,8.690000153E1,7.182400513E1,0.000000000E0
7.840142480E2,5.233457568E1,4.866816040E0,6.785961914E0,1.480000019E0,9.309999847E1,7.289600372E1,0.000000000E0
7.850163644E2,5.233457411E1,4.866837790E0,6.787121582E0,1.480000019E0,9.580000305E1,7.289600372E1,0.000000000E0
7.860074512E2,5.233457334E1,4.866859540E0,6.788159180E0,1.480000019E0,9.040000153E1,7.396800232E1,0.000000000E0
7.870103143E2,5.233457389E1,4.866881260E0,6.789196777E0,1.470000029E0,8.700000000E1,7.396800232E1,0.000000000E0
7.880065113E2,5.233457421E1,4.866902740E0,6.789746094E0,1.460000038E0,8.659999847E1,7.396800232E1,0.000000000E0
7.890039423E2,5.233457504E1,4.866923790E0,6.790295410E0,1.450000048E0,8.080000305E1,7.396800232E1,0.000000000E0
7.900138838E2,5.233457676E1,4.866944680E0,6.791027832E0,1.450000048E0,7.890000153E1,7.504000092E1,0.000000000E0
7.910139010E2,5.233457916E1,4.866965720E0,6.792126465E0,1.460000038E0,7.890000153E1,7.504000092E1,0.000000000E0
7.920074674E2,5.233458101E1,4.866986980E0,6.792980957E0,1.470000029E0,8.059999847E1,7.611199951E1,0.000000000E0
7.930098401E2,5.233458407E1,4.867008010E0,6.793957520E0,1.480000019E0,7.390000153E1,7.611199951E1,0.000000000E0
7.940148278E2,5.233458444E1,4.867029070E0,6.793896484E0,1.440000057E0,8.169999695E1,7.611199951E1,0.000000000E0
7.950039907E2,5.233458508E1,4.867049730E0,6.794873047E0,1.409999967E0,8.169999695E1,7.718400574E1,0.000000000E0
7.960028213E2,5.233458613E1,4.867069570E0,6.795849609E0,1.350000024E0,8.169999695E1,7.718400574E1,0.000000000E0
7.970050487E2,5.233458729E1,4.867089110E0,6.796765137E0,1.360000014E0,8.169999695E1,7.825600433E1,0.000000000E0
7.980074705E2,5.233459147E1,4.867108500E0,6.796887207E0,1.419999957E0,8.169999695E1,7.825600433E1,0.000000000E0
7.990064645E2,5.233459654E1,4.867134340E0,6.797985840E0,1.919999957E0,8.159999847E1,7.825600433E1,0.000000000E0
8.000126210E2,5.233459974E1,4.867163480E0,6.798962402E0,1.919999957E0,8.740000153E1,7.932800293E1,0.000000000E0
8.010058194E2,5.233460068E1,4.867192330E0,6.799877930E0,1.909999967E0,9.119999695E1,8.040000153E1,0.000000000E0
8.020127594E2,5.233459375E1,4.867216160E0,6.800854492E0,1.820000052E0,1.266999969E2,8.147200012E1,0.000000000E0
8.030191888E2,5.233457833E1,4.867214210E0,6.801831055E0,1.809999943E0,2.031999969E2,8.040000153E1,0.000000000E0
8.040130837E2,5.233457056E1,4.867185250E0,6.802807617E0,1.889999986E0,2.615000000E2,8.040000153E1,0.000000000E0
8.050161660E2,5.233456965E1,4.867150580E0,6.803723145E0,1.919999957E0,2.650000000E2,7.932800293E1,0.000000000E0
8.060227584E2,5.233456899E1,4.867118140E0,6.804699707E0,1.899999976E0,2.655000000E2,7.932800293E1,0.000000000E0
8.070165476E2,5.233456680E1,4.867087900E0,6.805676270E0,1.879999995E0,2.588999939E2,7.932800293E1,0.000000000E0
8.080139708E2,5.233456568E1,4.867059150E0,6.806652832E0,1.820000052E0,2.656000061E2,7.932800293E1,0.000000000E0
8.090095407E2,5.233456501E1,4.867032090E0,6.807568359E0,1.769999981E0,2.656000061E2,7.932800293E1,0.000000000E0
8.100191805E2,5.233457024E1,4.867007160E0,6.808544922E0,1.769999981E0,2.956000061E2,8.040000153E1,0.000000000E0
8.110088076E2,5.233457872E1,4.866983540E0,6.809521484E0,1.769999981E0,2.956000061E2,8.147200012E1,0.000000000E0
8.120093911E2,5.233458695E1,4.866960880E0,6.810498047E0,1.720000029E0,2.982999878E2,8.254399872E1,0.000000000E0
8.130088427E2,5.233459473E1,4.866939050E0,6.811474609E0,1.679999948E0,2.976000061E2,8.468800354E1,0.000000000E0
8.140108533E2,5.233460220E1,4.866917660E0,6.812390137E0,1.659999967E0,2.982999878E2,8.683200073E1,0.000000000E0
8.150132025E2,5.233461018E1,4.866897330E0,6.813366699E0,1.629999995E0,3.023999939E2,8.897600555E1,0.000000000E0
8.160115169E2,5.233461826E1,4.866877460E0,6.814343262E0,1.620000005E0,3.023999939E2,9.219200134E1,0.000000000E0
8.170053324E2,5.233462620E1,4.866857560E0,6.815319824E0,1.620000005E0,3.023999939E2,9.540800476E1,0.000000000E0
8.180157454E2,5.233463387E1,4.866838260E0,6.816296387E0,1.549999952E0,3.023999939E2,9.862400055E1,0.000000000E0
8.190080797E2,5.233464114E1,4.866819900E0,6.817272949E0,1.480000019E0,3.023999939E2,1.018400040E2,0.000000000E0
8.200184485E2,5.233464828E1,4.866801820E0,6.818249512E0,1.480000019E0,3.023999939E2,1.061280060E2,0.000000000E0
8.210051327E2,5.233465547E1,4.866783530E0,6.819165039E0,1.500000000E0,3.023999939E2,1.114880066E2,0.000000000E0
8.220168948E2,5.233466273E1,4.866765030E0,6.820141602E0,1.509999990E0,3.023999939E2,1.157760010E2,0.000000000E0
8.230042211E2,5.233466995E1,4.866746580E0,6.821118164E0,1.490000010E0,3.023999939E2,1.211360016E2,0.000000000E0
8.240057905E2,5.233467737E1,4.866729240E0,1.626990967E1,1.480000019E0,3.027000122E2,1.264960022E2,0.000000000E0
8.250079830E2,5.233469261E1,4.866719590E0,-2.194908447E1,1.480000019E0,3.085000000E2,1.243520050E2,0.000000000E0
8.260082784E2,5.233503898E1,4.867076240E0,-9.125537109E0,1.529999971E0,1.399999976E0,7.611199951E1,0.000000000E0
8.270082139E2,5.233504078E1,4.867063580E0,-1.197630615E1,1.549999952E0,3.587999878E2,7.182400513E1,0.000000000E0
8.280059416E2,5.233505843E1,4.867069020E0,-1.137683105E0,1.570000052E0,1.200000048E0,6.860800171E1,0.000000000E0
8.290071682E2,5.233505746E1,4.867042190E0,2.299561768E1,1.529999971E0,3.408999939E2,6.753600311E1,0.000000000E0
8.300052350E2,5.233505193E1,4.867005490E0,2.723164062E1,1.509999990E0,3.110000000E2,6.646400452E1,0.000000000E0
8.310055860E2,5.233504206E1,4.866964010E0,2.665736084E1,1.480000019E0,2.892000122E2,6.539199829E1,0.000000000E0
8.320084186E2,5.233477909E1,4.867285610E0,2.296906738E1,1.490000010E0,3.123999939E2,7.182400513E1,0.000000000E0
8.330053606E2,5.233477963E1,4.867260030E0,2.169263916E1,1.480000019E0,3.032000122E2,7.396800232E1,0.000000000E0
8.340039015E2,5.233478436E1,4.867238990E0,2.172230225E1,1.490000010E0,3.031000061E2,7.611199951E1,0.000000000E0
8.350100773E2,5.233479039E1,4.867219310E0,2.175214844E1,1.490000010E0,3.031000061E2,7.932800293E1,0.000000000E0
8.360049858E2,5.233479699E1,4.867200950E0,2.189362793E1,1.480000019E0,3.045000000E2,8.254399872E1,0.000000000E0
8.370198186E2,5.233480398E1,4.867183220E0,2.194001465E1,1.460000038E0,3.057999878E2,8.576000214E1,0.000000000E0
8.380083513E2,5.233481826E1,4.867169100E0,2.165369873E1,1.470000029E0,3.107000122E2,9.004800415E1,0.000000000E0
8.390068087E2,5.233484154E1,4.867161040E0,2.111433105E1,1.480000019E0,3.183999939E2,9.219200134E1,0.000000000E0
8.400047015E2,5.233486442E1,4.867176620E0,2.106171875E1,1.470000029E0,3.361000061E2,8.254399872E1,0.000000000E0
8.410048051E2,5.233487863E1,4.867178420E0,2.442817383E1,1.450000048E0,3.430000000E2,8.040000153E1,0.000000000E0
8.420156998E2,5.233489732E1,4.867187640E0,1.955628662E1,1.460000038E0,3.490000000E2,8.040000153E1,0.000000000E0
8.430172574E2,5.233491618E1,4.867204760E0,1.568446045E1,1.470000029E0,3.508999939E2,7.718400574E1,0.000000000E0
8.440095723E2,5.233491931E1,4.867206130E0,5.087658691E0,1.460000038E0,3.562999878E2,7.504000092E1,0.000000000E0
8.450075571E2,5.233491895E1,4.867201030E0,6.771130371E0,1.440000057E0,3.563999939E2,7.182400513E1,0.000000000E0
8.460142908E2,5.233492066E1,4.867192970E0,1.427930908E1,1.399999976E0,3.502999878E2,6.431999969E1,0.000000000E0
8.470064567E2,5.233492190E1,4.867181580E0,1.239820557E1,1.399999976E0,3.473999939E2,7.075199890E1,0.000000000E0
8.480069101E2,5.233492604E1,4.867171660E0,1.278565674E1,1.389999986E0,3.460000000E2,7.825600433E1,0.000000000E0
8.490036004E2,5.233493147E1,4.867161670E0,1.299732666E1,1.389999986E0,3.441000061E2,8.147200012E1,0.000000000E0
8.500052079E2,5.233493820E1,4.867152090E0,1.300697021E1,1.399999976E0,3.432999878E2,8.576000214E1,0.000000000E0
8.510064688E2,5.233494533E1,4.867139520E0,1.312385254E1,1.440000057E0,3.416000061E2,9.112000275E1,0.000000000E0
8.520061690E2,5.233495534E1,4.867134870E0,1.297181396E1,1.460000038E0,3.432999878E2,9.540800476E1,0.000000000E0
8.530075660E2,5.233496615E1,4.867130660E0,1.299262695E1,1.470000029E0,3.448999939E2,1.018400040E2,0.000000000E0
8.540074209E2,5.233497728E1,4.867127170E0,1.301343994E1,1.429999948E0,3.480000000E2,1.093440018E2,0.000000000E0
8.550044230E2,5.233498926E1,4.867129150E0,1.310676270E1,1.409999967E0,3.495000000E2,1.157760010E2,0.000000000E0
8.560052820E2,5.233500101E1,4.867130740E0,1.316004639E1,1.360000014E0,3.510000000E2,1.232800064E2,0.000000000E0
8.570042279E2,5.233501382E1,4.867138320E0,1.314710693E1,1.330000043E0,3.550000000E2,1.297120056E2,0.000000000E0
8.580056643E2,5.233502771E1,4.867145250E0,1.317622070E1,1.570000052E0,3.577000122E2,1.393600006E2,0.000000000E0
8.590082708E2,5.233504253E1,4.867152130E0,1.323200684E1,1.559999943E0,2.000000030E-1,1.479360046E2,0.000000000E0
