"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.880401612E0,1.992263794E0,4.013412476E0,-1.716690063E0
1.882873535E0,1.886795044E0,3.998489380E0,-1.714553833E0
1.885314942E0,1.780273438E0,3.993164062E0,-1.717758179E0
1.887786865E0,1.670547485E0,3.995300293E0,-1.719894409E0
1.890258789E0,1.564025879E0,3.983581543E0,-1.714553833E0
1.892700196E0,1.472412109E0,3.938842773E0,-1.703903198E0
1.895172119E0,1.389312744E0,3.870666504E0,-1.680465698E0
1.897644043E0,1.309417725E0,3.776916504E0,-1.658096313E0
1.900085449E0,1.238052368E0,3.662933350E0,-1.628280640E0
1.902557373E0,1.165618896E0,3.535110474E0,-1.595245361E0
1.905029297E0,1.094238281E0,3.395553589E0,-1.562225342E0
1.907501221E0,1.028198242E0,3.243225098E0,-1.523880005E0
1.909942627E0,9.653472900E-1,3.081298828E0,-1.487655640E0
1.912384033E0,9.014282227E-1,2.910858154E0,-1.452499390E0
1.914855957E0,8.470916748E-1,2.729766846E0,-1.421615601E0
1.917327881E0,7.949066162E-1,2.549743652E0,-1.396041870E0
1.919769287E0,7.437744141E-1,2.370773315E0,-1.378997803E0
1.922241211E0,6.979675293E-1,2.188613892E0,-1.369415283E0
1.924713135E0,6.542816162E-1,2.013916016E0,-1.365158081E0
1.927185059E0,6.106109619E-1,1.860504150E0,-1.370483398E0
1.929626465E0,5.669403076E-1,1.735870361E0,-1.391784668E0
1.932098389E0,5.243225098E-1,1.648529053E0,-1.421615601E0
1.934539795E0,4.806518555E-1,1.606979370E0,-1.468490601E0
1.937011719E0,4.401702881E-1,1.610168457E0,-1.532394409E0
1.939453125E0,3.996887207E-1,1.660247803E0,-1.606964111E0
1.941925049E0,3.687896729E-1,1.757186890E0,-1.694320679E0
1.944396973E0,3.474884033E-1,1.888214111E0,-1.789123535E0
1.946838379E0,3.379058838E-1,2.045867920E0,-1.893524170E0
1.949310303E0,3.442993164E-1,2.219497681E0,-2.004318237E0
1.951782227E0,3.634643555E-1,2.394210815E0,-2.117233276E0
1.954223633E0,3.911590576E-1,2.568908691E0,-2.235473633E0
1.956698141E0,4.359130859E-1,2.736160278E0,-2.349456787E0
1.959170065E0,4.955596924E-1,2.890625000E0,-2.461303711E0
1.961641989E0,5.594787598E-1,3.034439087E0,-2.576354980E0
1.964083395E0,6.287231445E-1,3.168655396E0,-2.696731567E0
1.966555319E0,7.000885010E-1,3.286895752E0,-2.837356567E0
1.969027242E0,7.746582031E-1,3.396621704E0,-2.987548828E0
1.971468649E0,8.556213379E-1,3.474380493E0,-3.120712280E0
1.973940573E0,9.365844727E-1,3.519134521E0,-3.224044800E0
