"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.018276022E0,-9.032943726E0,3.405899048E0,2.622833252E-1
2.020717428E0,-8.731277466E0,3.184448242E0,1.066589355E-1
2.023158834E0,-8.411651611E0,3.028823853E0,-7.769775391E-2
2.025630758E0,-7.984283447E0,2.838485718E0,-2.656402588E-1
2.028102682E0,-7.560501099E0,2.723556519E0,-4.499969482E-1
2.030544088E0,-7.082870483E0,2.593078613E0,-7.133636475E-1
2.033016012E0,-6.650711060E0,2.548782349E0,-9.060974121E-1
2.035487936E0,-6.260452271E0,2.564346313E0,-1.028198242E0
2.037959859E0,-5.918090820E0,2.657714844E0,-9.815063477E-1
2.040401266E0,-5.556564331E0,2.692428589E0,-9.324340820E-1
2.042873189E0,-5.260879517E0,2.734329224E0,-7.480773926E-1
2.045314596E0,-4.999908447E0,2.820526123E0,-5.122375488E-1
2.047786520E0,-4.849075317E0,2.861221313E0,-2.560729980E-1
2.050227926E0,-4.692245483E0,2.918685913E0,1.641235352E-1
2.052699850E0,-4.580917358E0,2.946212769E0,6.034545898E-1
2.055171773E0,-4.444458008E0,2.955795288E0,1.055953979E0
2.057613180E0,-4.384597778E0,2.928268433E0,1.416290283E0
2.060085104E0,-4.353469849E0,3.016845703E0,1.676055908E0
2.062557027E0,-4.439666748E0,2.991714478E0,1.892730713E0
2.064998434E0,-4.541412354E0,2.955795288E0,2.068710327E0
2.067472941E0,-4.669509888E0,2.910308838E0,2.220733643E0
2.069944865E0,-4.870620728E0,2.787002563E0,2.379943848E0
2.072416789E0,-5.153137207E0,2.742706299E0,2.399108887E0
2.074858195E0,-5.469177246E0,2.668487549E0,2.539169312E0
2.077330119E0,-5.833084106E0,2.679260254E0,2.557128906E0
2.079802043E0,-6.305938721E0,2.555969238E0,2.530792236E0
2.082243449E0,-6.888931274E0,2.478149414E0,2.506835938E0
2.084715373E0,-7.565292358E0,2.444641113E0,2.359603882E0
